"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	1519	9	24				1	0	159				"n"	"SOUTH KOREA"		"CHUNGCHONG PROVINCE"	36.3	126.5	44.91											1														
	1520	4	4				4	1	160	7			"n"	"JAPAN"	"WAKAYAMA"	"SOUTH COAST OF KII PENINSULA"	33.5	135.8	47.741											1										1		2		
	1522	9	22				3	1	4265				"n"	"MOROCCO"		"BADIS GHOMERA (BADES)"	35.17	-4.29	247.886											1														
	1522	9	22				3	1	4265				"n"	"SPAIN"		"ALMERIA"	36.833	-2.433	25.308											1														
	1530	9	1	14	30		4	1	163				"n"	"VENEZUELA"		"ISLA CUBAGUA"	10.817	-64.183	15.808									6		1														
	1530	9	1	14	30		4	1	163				"n"	"VENEZUELA"		"CARIACO GULF"	10.45	-63.91	34.599									2		1			4	1										
	1530	9	1	14	30		4	1	163				"n"	"VENEZUELA"		"PARIA"	10.627	-62.167	211.643									7.3		1														
	1530	9	1	14	30		4	1	163				"n"	"VENEZUELA"		"CUMANA"	10.483	-64.2	26.38									6	500	1										1				
	1531	1	26				4	1	165	7.7			"n"	"PORTUGAL"		"LISBON"	38.68333	-9.31666	18.94											1										1				
	1531	1					0	1	3575	4.8			"n"	"CHINA"		"GUICHI, ANHUI PROVINCE"	30.658	117.483	4.933											7														
	1534						2	1	166				"n"	"ISRAEL"		"PALESTINE"														1														
	1537						1	1	167				"n"	"MEXICO"		"COAST OF MEXICO"														1														
	1538	9	26				2	1	3120				"n"	"ITALY"		"POZZUOLI"														1														
	1539	11	24				2	1	168				"n"	"HONDURAS"		"CABO DE HIGUERAS"	16.017	-86.033	264.685											1														
	1541	12	25				-1	1	169				"n"	"VENEZUELA"		"NUEVA CADIZ"	10.817	-64.183	2.644											1										2				
	1542	12	10				3	1	5404	6.6			"n"	"ITALY"	"SICILY"	"AUGUSTA"	37.2167	15.2167	17.884											1														
	1543	9	1				1	1	170				"n"	"VENEZUELA"		"PUNTA DE ARAYA"	10.633	-64.3	23.103											1										1				
	1543	9	1				1	1	170				"n"	"VENEZUELA"		"CUMANA"	10.483	-64.2	26.38											1										1				
	1545	2	7				2	1	171				"n"	"JAPAN"		"IZU PENINSULA, HONSHU"	34.8	139	0											1														
	1546	1	14				3	1	173	6.5			"n"	"ISRAEL"		"GAZA - JAFFA"	31.5	34.467	112.486											1				3										
	1556	10	21				1	0	174				"n"	"SOUTH KOREA"		"ISAN,  CHUNGCHONG"	36.8797	126.6169	56.553											1														
	1556	10	21				1	0	174				"n"	"SOUTH KOREA"		"ANSAN,  CHUNGCHONG"	36.8741	126.2116	23.464											1														
	1562	7	25				1	0	176				"n"	"JAPAN"		"HIGO"	32.5	130.6	0											1														
	1562	7	25				1	0	176				"n"	"JAPAN"		"YATSUSHIRO"	32.517	130.567	3.629											1														
	1562	10	20				3	1	3121				"n"	"ITALY"		"REGGIO DI CALABRIA"	38.1	15.65	266.765											1														
	1562	10	28	10			3	1	178	8			"n"	"CHILE"	"CONCEPCION"	"OLD CONCEPCION"	-36.733	-72.983	223.026											1				3						3				
	1564	7	20				4	1	3122	5.8			"n"	"FRANCE"		"VALLEY OF THE RIVER LA VESUBIE"				23										1														
	1570	2	8	13			3	1	179	8.3			"n"	"CHILE"	"CONCEPCION"	"OLD CONCEPCION"	-36.733	-72.983	2.422											1		"F"	2000	4						3				
	1571	5	20				2	0	181				"y"	"JAPAN"	"WAKAYAMA"	"TAKADA"	37.12	138.24												1														
	1571	11	1				1	0	182				"n"	"NETHERLANDS"		"HOLLAND"														1														
	1575	12	16	18	30		3	1	185	8.5			"n"	"CHILE"	"VALDIVIA"	"VALDIVIA"	-39.8	-73.233	2.826											1			100	2						2		2		
	1575	12	16	18	30		3	1	185	8.5			"n"	"CHILE"	"VALDIVIA"	"LAKE RINIUE"	-39.8	-72.4	68.514											7			1200	4										
	1575	12	16	18	30		3	1	185	8.5			"n"	"CHILE"	"CONCEPCION"	"OLD CONCEPCION"	-36.733	-72.983	340.971											1														
	1580	1					1	0	186				"n"	"NORTH KOREA"		"KOGEN"	40.025	127.956	4.671											1														
	1580	4	6				0	1	187	6.2			"n"	"UK"		"SANDWICH, UNITED KINGDOM"	51.283	1.333	29.418											7														
	1580	4	6				0	1	187	6.2			"n"	"UK"		"DOVER, UNITED KINGDOM"	51.133	1.316	12.692											7														
	1580	4	6				0	1	187	6.2			"n"	"FRANCE"		"CALAIS, FRANCE"	50.957	1.852	38.746											7														
	1580	4	6				0	1	187	6.2			"n"	"FRANCE"		"BOULOGNE, FRANCE"	50.725	1.614	39.123											7														
	1582	1	22	16	30		1	1	3681	8.2			"n"	"PERU"		"CAMANA"	-16.623	-72.711	118.574											1														
	1584	3	11	10	30		2	3	5680	5.9			"n"	"SWITZERLAND"		"LAKE GENEVA"	46.4	6.5	36.995									18		1										1		1		1
	1584	3	17				2	1	5410	8.4			"n"	"PERU"		"CHINCHA"	-13.469	-76.19	254.328											1														
	1585	6	11				1	0	188				"n"	"JAPAN"	"MIYAGI"	"TOKURA VILLAGE, MOTOYOSHI COUNTY"	38.8	141.5										2		1														
	1585	6	28				3	1	5745	7			"n"	"GREECE"		"GREAT LAVRA MN., MT. ATHOS"	40.17	24.39	9.943											1														
	1586	1	18				4	1	191	8.2			"n"	"JAPAN"	"AICHI"	"TSUSHIMA"	35.167	136.717	20.014											1				3						2				
	1586	1	18				4	1	191	8.2			"n"	"JAPAN"	"MIE"	"NAGASHIMA"	35.083	136.7	12.963											1				3						2				
	1586	1	18				4	1	191	8.2			"n"	"JAPAN"	"SHIGA"	"NAGAHAMA"	35.383	136.267	64.513											1				3						2				
	1586	1	18				4	1	191	8.2			"n"	"JAPAN"	"MIE"	"OMINATO (ISE)"	34.517	136.75	53.777											1				3						2				
	1586	7	10	0	30		4	1	194	8.5			"n"	"PERU"		"TRUJILLO"	-8.112	-79.0288	485.564											1														
	1586	7	10	0	30		4	1	194	8.5			"n"	"PERU"		"CALLAO"	-12.05	-77.15	65.938									24	250	1										1				
	1586	7	10	0	30		4	1	194	8.5			"y"	"JAPAN"	"MIYAGI"	"MIYAGI (NE HONSHU)"	38.45	141.6	15177.248									2		1														
	1586	7	10	0	30		4	1	194	8.5			"y"	"JAPAN"	"MIYAGI"	"SHIZUKAWA"	38.72	141.45	15175.523									2.5		1														
	1586	7	10	0	30		4	1	194	8.5			"y"	"JAPAN"	"MIYAGI"	"TOKURA SANRIKU (MIYAGI PREFECTURE)"												2.5		1														
	1586	7	10	0	30		4	1	194	8.5			"n"	"PERU"		"LIMA"	-12.1	-77.13	65.856									26	10000	1										1				
	1587	7	9				1	1	3686				"n"	"PERU"		"SECHURA"	-5.553	-80.82	45.171											1										2				
	1589	3	21				4	1	197	6.7			"n"	"JAPAN"	"AICHI"	"MIKAWA"	34.7	137.13	98.6											1				3						3		3		3
	1589	3	21				4	1	197	6.7			"n"	"JAPAN"	"SHIZUOKA"	"TOTOMI"	34.967	138.383	24.962											1				3						3		3		
	1589	3	21				4	1	197	6.7			"n"	"JAPAN"	"SHIZUOKA"	"SURUGA-WAN"	34.83	138.58	34.926											1				3						3		3		
	1590						2	1	198	7.7			"n"	"PERU"		"CAMANA"	-16.623	-72.711	66.955											1										3		3		3
	1591	7	26				1	1	199				"n"	"AZORES (PORTUGAL)"		"ILHA DE SAO MIGUEL, AZORES"	37.78	-25.5	0.333											1										1				
	1594						2	1	3123				"n"	"ITALY"	"CAMPANIA"	"BAY OF NAPLES"	40.83	14.25	13.087											1														
	1596	9	4				4	3	203	6.9			"n"	"JAPAN"	"OITA"	"SAGANOSEKI"	33.2411	131.8722	17.322											1										1	80	1		
	1596	9	4				4	3	203	6.9			"n"	"JAPAN"	"OITA"	"URYU-JIMA ISLAND, BEPPU BAY"	33.3	131.5	18.627									5		1			708	3						3		3		
	1597	9	10				3	3	204	6.4			"n"	"JAPAN"	"OITA"	"HISAMITSUJIMA ISLAND, BEPPU BAY"	33.3	131.5	9.314									2		1			40	1										
	1601						2	1	3124				"n"	"EGYPT"		"HERACLEON"														1														
	1602	2	8				4	3	207	7.2			"n"	"JAPAN"	"CHIBA"	"KAZUSA, AWA"	35.1	140.4	9.118											1				3										
	1602	2	8				4	3	207	7.2			"n"	"JAPAN"	"CHIBA"	"BOSO PENINSULA"	34.9	139.85	63.35											1														
	1603						2	0	209				"n"	"JAPAN"	"MIE"	"KUMANONADA SEA"	33.7	136.5										2		1														
	1604	11	24	18	30		4	1	212	8.5			"n"	"PERU"		"CAMANA"	-16.623	-72.711	234.137										2000	1			40	1						1				
	1604	11	24	18	30		4	1	212	8.5			"n"	"PERU"		"ILO"	-17.639	-71.338	49.929									3.5	2000	1			11	1						1				
	1604	11	24	18	30		4	1	212	8.5			"n"	"PERU"		"CALLAO"	-12.05	-77.15	928.364											1														
	1604	11	24	18	30		4	1	212	8.5			"n"	"PERU"		"PISCO"	-13.71	-76.22	729.909											1										1				
	1604	11	24	18	30		4	1	212	8.5			"n"	"CHILE"	"CONCEPCION"	"OLD CONCEPCION"	-36.733	-72.983	2098.786									5	300	1										1				
	1604	11	24	18	30		4	1	212	8.5			"n"	"CHILE"	"ARICA"	"ARICA"	-18.467	-70.333	91.354										100	1			23	1						2		3		
	1604	12	29				1	1	3548	8			"n"	"CHINA"		"QUANZHOU, FUJIAN PROVINCE"	24.914	118.586	92.791											1														
	1604	12	29				1	1	3548	8			"n"	"CHINA"		"SHAXIAN, FUJIAN PROVINCE"	26.402	117.791	231.396											7														
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"KUMAMOTO"	"KYUSHU ISLAND"	33	131	364.447											1				1										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"KOCHI"	"SAKIHAMA"	33.3833	134.2167	76.597									10		1			50	1										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"KANAGAWA"	"HIRO"	34.0333	135.1833	117.59											1										2	700	3		
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"MIE"	"ISE BAY"	34.75	136.75	212.8											1														
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"SHIZUOKA"	"NISHINA VILLAGE"	34.7667	138.7667	142.646										1200	1														
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"CHIBA"	"BOSO"	34.9	139.85	198.99											1										1				
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"TOKYO"	"HACHIJO ISLAND"	33.1	139.77	126.327											1			57	2						2		3		
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"TOKUSHIMA"	"TOMOURA"	33.5833	134.3667	81.564									5		1			100	2										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"TOKUSHIMA"	"SHISHIKUI"	33.567	134.317	83.09									6		1			136	3										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"		"SUSAKI"	33.367	133.283	156.195											1			20	1										
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"KANAGAWA"	"MIURA"	35.14	139.6192	209.056											1			153	3										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"WAKAYAMA"	"MISAKI"	33.433	135.75	92.656											1			153	3										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"KOCHI"	"CAPE MUROTO"	33.2833	134.15	76.708									10		1			400	3										
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"SHIZUOKA"	"ARAI"	34.6833	137.5667	156.99											1										1	80	2		
	1605	2	3				4	1	2954	7.9			"n"	"JAPAN"	"MIE"	"ISE-SHIMA"	34.455	136.9	181.881											1			1001	4										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"KOCHI"	"KANNOURA"	33.533	134.3	81.361									6		1			350	3										
	1605	2	3				4	1	216	7.9			"n"	"JAPAN"	"TOKUSHIMA"	"AWA"	34.06	134.6	120.826									7		1														
	1606	1	23				4	6	219		2589		"n"	"JAPAN"	"TOKYO"	"HACHIJO ISLAND"	33.1	139.77	134.819											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"GOLDCLIFF"	51.54	-2.92	15.906									7.14		1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"YATTON"	51.386	-2.82	15.181											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"BREAN"	51.3	-3.01	30.992											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"BURNHAM-ON-SEA"	51.24	-3	35.682											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"BANWELL"	51.325	-2.865	22.602											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"AVONMOUTH"	51.5	-2.73	2.083											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"HUNTSPILL"	51.2	-3	39.38											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"BERROW"	51.265	-3.01	33.902											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"WESTON-SUPER-MARE"	51.345	-2.98	26.014											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"BARNSTAPLE"	51.08	-4.06	105.753											1			500	3										
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"CLEVEDON"	51.44	-2.86	12.968											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"WISBECH"	52.665	0.15	234.438											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"PETERSTONE"	51.515	-3.055	24.704											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"LYMPSHAM"	51.28	-2.96	30.44											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"BRIDGWATER"	51.13	-3	46.173											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"KINGSTON SEYMOUR"	51.395	-2.86	16.131									7.74		1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"REDWICK"	51.552	-2.85	11.91											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"GLASTONBURY"	51.15	-2.72	38.964											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"KINGS LYNN"	52.755	0.4	254.072											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"NASH"	51.548	-2.945	17.823											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"PUXTON"	51.365	-2.854	18.447											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"UPHILL"	51.32	-2.98	27.939											1														
	1607	1	30	9	0		-1	9	5570				"n"	"UK"		"KEWSTOKE"	51.365	-2.96	23.506											1														
	1608	7	1				3	6	222		607		"n"	"INDONESIA"	"NORTH MALUKU"	"MAKIAN ISLAND"	0.33	127.43	53.268											1				1										
	1609	4					2	1	3125	7.2			"n"	"GREECE"		"ISLAND OF RHODES"	36.167	28	44.27											1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"MIYAGI"	"IWANUMA"	38.13	140.87	330.754									7	4000	1				1										
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"IWATE"	"KOYADORI"	39.427	142.015	219.783									25		1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"IWATE"	"RYORI"	39.03	141.87	227.796									7		1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"IWATE"	"TARO"	39.76	141.97	233.737									25	1200	1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"IWATE"	"YAMADA"	39.467	141.95	226.183									25		1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"IWATE"	"OKIRAI"	39.117	141.817	232.582									9		1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"FUKUSHIMA"	"NAKAMURA"	37.817	140.983	334.045									6		1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"HOKKAIDO"	"DATE DOMINION"	42.4681	140.8681	492.282											1			1783	4										
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"MIYAGI"	"SENDAI"	38.267	141.033	312.628											1														
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"AOMORI"	"TSUGORU PENINSULA"	40.83	140.73	380.976											1			3000	4										
	1611	12	2				4	1	226	8.1			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	228.71									9		1														
	1612	11	8				4	1	2328	6.7			"n"	"GREECE"		"N. COAST CRETE"	35.4	25	46.729											1														
	1613	8	25				2	1	3126	5.6			"n"	"ITALY"		"NASO, MESSINA"	38.15	14.78	3.672											1														
	1614	11	26				4	1	228	7.7			"n"	"JAPAN"	"NIIGATA"	"TAKADA"	37.1	138.25	49.619											1				3										
	1615	6	5				4	1	2289	5.7			"n"	"UKRAINE"		"FEODOSIYA"	45.033	35.383	17.426											1														
	1615	9	16				2	1	230	7.5			"n"	"CHILE"	"ARICA"	"ARICA"	-18.48	-70.33	3.06											1														
	1616	9	9				4	1	231	7			"n"	"JAPAN"	"IWATE"	"OTSUCHI"	39.35	141.917	138.95											1				3										
	1616	9	9				4	1	231	7			"n"	"JAPAN"	"IWATE"	"UNOSUMAI (KAMAISHI)"	39.267	141.883	129.947											1				3										
	1616	9	9				4	1	231	7			"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	129.947											1				3										
	1616	12	6				2	1	233	7.5			"n"	"JAPAN"		"YOKKAICHIKO"	37.9667	138.35	548.609											1														
	1616	12	6				2	1	233	7.5			"n"	"JAPAN"	"IWATE"	"UNOSUMAI (KAMAISHI)"	39.267	141.883	228.2											1			100	2										
	1616	12	6				2	1	233	7.5			"n"	"JAPAN"	"IWATE"	"OTSUCHI"	39.35	141.917	226.552											1			100	2										
	1616	12	6				2	1	233	7.5			"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	228.2											1			100	2										
	1619	5	1				4	1	235	6.4			"n"	"JAPAN"		"MUGISHIMA"														1														
	1622	5	5				2	1	236	6.6			"n"	"GREECE"		"ISLAND OF ZAKYNTHOS (ZAKINTHOS)"	37.79	20.9	22.858											1														
	1624	3	19				2	1	3127				"n"	"ITALY"		"DELTA OF THE PO"														1														
	1627	7	30	10	50		4	1	3128	6.7			"n"	"ITALY"		"GARGANO PENINSULA"														1														
	1627	9	14				3	1	238	8			"n"	"JAPAN"	"CHIBA"	"AWA"	35.11	140.1	2601.14											1														
	1627	9	14				3	1	238	8			"n"	"PHILIPPINES"	"ILOCOS NORTE"	"BANGUI"	18.52	120.7	95.988										4000	1														
	1627	9	14				3	1	238	8			"n"	"PHILIPPINES"		"CAGAYAN, W. LUZON"	18.3	121.8	23.861										4800	1														
	1627	9	14				3	1	238	8			"n"	"JAPAN"	"CHIBA"	"WADA"	35.033	140.833	2646.98											1														
	1629	3	9	9			3	1	3789	7			"n"	"GREECE"		"KYTHIRA ISLAND"	36.25	23	182.163											1														
	1629	8	1				3	1	243				"n"	"INDONESIA"	"MALUKU"	"FORT NASSAU, BANDA ISLAND"	-4.529	129.898889	7.852									16		1										2		2		
	1629	8	1				3	1	243				"n"	"INDONESIA"	"MALUKU"	"LONTOR, BANDA ISLANDS"	-4.55	129.867	6.632									4		1										1				
	1629	8	1				3	1	243				"n"	"INDONESIA"	"MALUKU"	"BANDANAIRA (BANDA-NEIRA), BANDA IS."	-4.529	129.9	7.851									16		1														
	1631	12	17	9			3	4	3129		1349		"n"	"ITALY"	"CAMPANIA"	"SORRENTO"	40.626	14.376	22.063											1														
	1631	12	17	9			3	4	3129		1349		"n"	"ITALY"	"CAMPANIA"	"NAPLES"	40.84	14.26	14.16									5		1														
	1631	12	17	9			3	4	3129		1349		"n"	"ITALY"	"CAMPANIA"	"BAY OF NAPLES"	40.83	14.25	14.88											1										1				
	1631	12	17	9			3	4	3129		1349		"n"	"ITALY"	"CAMPANIA"	"NISIDA"	40.796	14.163	22.364											1														
	1633	3	1				4	1	245	7.1			"n"	"JAPAN"	"SHIZUOKA"	"ATAMI"	35.089	139.069	17.151											1										2				
	1633	3	1				4	1	245	7.1			"n"	"JAPAN"	"SHIZUOKA"	"IZU PENINSULA, HONSHU"	34.8	139.06	46.18											1														
	1633	3	1				4	1	245	7.1			"n"	"JAPAN"	"KANAGAWA"	"SAGAMI BAY"	35.2	139.5	27.32											1														
	1633	5	14				3	1	246				"n"	"CHILE"	"CHILOE"	"FORT CARELMAPU, ISLA DE CHILOE"	-41.7497	-73.7083	9.452											1				1						1		1		
	1633	11	5				4	1	248	6.9			"n"	"EGYPT"		"NILE RIVER"	31.2	29.919	1083.731											1														
	1633	11	5				4	1	248	6.9			"n"	"GREECE"		"ISLAND OF ZAKYNTHOS (ZAKINTHOS)"	37.79	20.9	22.858											1										1				
	1634	3					0	1	3549	5.5			"n"	"CHINA"		"LUOTIAN, HUBEI PROVINCE"	30.783	115.333	24.135									1		7														
	1636	7	31				1	0	249				"n"	"SOUTH KOREA"		"PUSAN"	35.1	129.04	0.912											1														
	1636	9	30	18	30		0	1	3130	7.2			"n"	"GREECE"		"KEFALLONIA ISLAND, IONIAN ISLANDS"	38.17	20.48	17.59											7														
	1638	3	27	15	5		2	1	3131	7			"n"	"ITALY"		"CALABRIA"														1														
	1640	7	31				4	6	253	6.5	2676		"n"	"JAPAN"	"HOKKAIDO"	"TOKACHI"	42.3	143.317	219.327											1														
	1640	7	31				4	6	253	6.5	2676		"n"	"JAPAN"	"HOKKAIDO"	"HIDAKA"	42.87	142.46	171.241											1				3										
	1640	7	31				4	6	253	6.5	2676		"n"	"JAPAN"	"SHIZUOKA"	"UCHIURA BAY"	42.13	140.7	6.867											1			700	3						1	20	1		
	1640	9	16				4	1	254				"n"	"CHINA"		"GUANGDONG (KWANGTUNG)"	23.5306	116.225	98.698											1														
	1640	9	16				4	1	254				"n"	"CHINA"		"CHIEYANG [JIEYANG]"	23.533	116.333	90.233											1														
	1640	9	16				4	1	254				"n"	"CHINA"		"CHUOGANG"														1														
	1640	9	16				4	1	254				"n"	"CHINA"		"CHENGHAI"	23.467	116.75	57.702											1														
	1641	12	21				1	1	255				"n"	"AZORES (PORTUGAL)"		"VELAS, ILHA DE SAO JORGE, AZORES"	38.68	-28.22	32.795											1														
	1642	9	4				4	1	256	6.7			"n"	"JAPAN"	"CHIBA"	"BOSO PENINSULA"	34.9	139.85	76.089											1														
	1643	7	25				4	1	258	6.5			"n"	"SOUTH KOREA"		"KEISHODO"	35.5	129.4	9.073											1														
	1644	10	18				4	1	259	6.9			"n"	"JAPAN"	"AKITA"	"KISAGATA"	39.2167	139.9	26.677											1			117	3										
	1645	11	30	12			1	1	260	8			"n"	"PHILIPPINES"		"MANILA"	14.604	120.982	22.655											1														
	1646	4	5	20			4	1	3133	5.2			"n"	"ITALY"	"TUSCANY"	"LIVORNO"	43.55	10.31	0.566											1														
	1646	4	5				1	1	262				"n"	"TURKEY"		"ISTANBUL (CONSTANTINOPLE)"	41.019	28.965	2.651											1														
	1647	5	7				2	1	263				"n"	"CHILE"	"ARICA"	"ARICA"	-18.467	-70.333	595.615											1			14	1						1				
	1647	5	7				2	1	263				"n"	"PERU"		"CALLAO"	-12.05	-77.15	446.912											1										1				
	1649	1					1	1	3134	5			"n"	"ITALY"	"SICILY"	"MESSINA, SICILY"	38.18	15.562	1.103											1										1				
	1649	12	9				4	1	268	6.5			"n"	"SOUTH KOREA"		"CHOLLA PROVINCE"	35.5	126.5	45.365											1										2				
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"ISLAND OF CRETE"	35.17	25	141.521											1														
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"SANTORINI, CYCLADES"														1		"F"								1				
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"WEST COAST PATMOS"	37.33	26.5	142.302									30		1														
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"KEA"	37.65	24.33	167.681											1										1				
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"IOS"	36.73	25.27	37.894									16		1														
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"EAST COAST PATMOS"	37.33	26.5	142.302									30		1														
	1650	9	29				4	7	269	6.3	1356		"n"	"GREECE"		"SIKINOS ISLAND, CYCLADES"	36.6833	25.1166	39.831										240	1														
	1650	12	13				1	9	273				"m"	"JAPAN"	"FUKUI"	"FUKUI"	35.9	136												1														
	1651						2	3	274				"n"	"JAPAN"	"MIYAGI"	"WATARI"	38.035	140.8511												1														
	1653	7					1	1	278				"n"	"PHILIPPINES"		"MINDORO ISLAND"	13.1	121.5	10.844											1														
	1657	3	15	23	30		3	1	281	8			"n"	"CHILE"	"CONCEPCION"	"OLD CONCEPCION"	-36.733	-72.983	11.553											1			40	1						3		3		
	1657	7	9				-1	1	282				"n"	"CHILE"	"VALPARAISO"	"VALPARAISO"	-33.033	-71.633	101.189											1														
	1657	12					2	1	283				"n"	"INDONESIA"	"MALUKU"	"AMBON ISLAND"	-3.683	128.187	78.332											1														
